Oligo_Number,K562_Rep_1_Normalized_Edit_Score,K562_Rep_3_Normalized_Edit_Score,K562_Rep_2_Normalized_Edit_Score,K562_Rep_4_Normalized_Edit_Score,HEK293T_Rep_4_Normalized_Edit_Score,HEK293T_Rep_3_Normalized_Edit_Score,HEK293T_Rep_2_Normalized_Edit_Score,HEK293T_Rep_1_Normalized_Edit_Score,iPSC_Rep_1_Normalized_Edit_Score,iPSC_Rep_2_Normalized_Edit_Score,iPSC_Rep_4_Normalized_Edit_Score,iPSC_Rep_3_Normalized_Edit_Score
64,0.402357027,0.371416021,0.138060246,0.165029465,0.082143245,0.239156843,0.061687776,0.221055521,0.135184437,0.691324303,0.357691357,0.387432812
67,0.06742026,NA,NA,0.414793154,2.339912443,0.043716985,0.031009817,0.044448943,0.407735037,NA,0.256868288,NA
158,NA,NA,0.315040123,NA,2.38989745,1.401540995,0.281531073,0.100885462,0.308477806,NA,0.058301219,5.083484105
52,0.065260378,0.361451375,NA,NA,0.01332324,0.846329279,NA,0.12907492,2.894267215,0.840971125,NA,NA
123,7.883829169,NA,2.254306746,0.08982239,0.044709001,0.023667001,6.144312806,NA,1.913036072,0.752549262,NA,0.421744579
81,NA,NA,0.06912053,NA,0.054833884,0.108850028,0.277958552,0.221345032,1.488976337,2.595861431,1.074479451,NA
31,NA,NA,0.063658019,NA,0.025250215,0.040099098,NA,NA,NA,0.478142737,0.612587645,0.44660223
36,NA,NA,NA,0.225504096,0.14965924,0.079223095,NA,0.241648607,NA,0.314886117,0.23274593,NA
151,0.293073634,NA,0.377107412,NA,0.149581203,0.071263607,0.067399323,0.048304521,0.147700891,NA,0.390809276,NA
20,NA,0.130015508,NA,0.072211444,0.227640085,0.285401282,0.485865606,0.116071915,0.591522454,NA,0.134154793,NA
300,42.87266114,25.21373795,42.15643904,27.33285686,24.89566277,32.36383841,39.22816745,23.38354467,13.82086482,18.14094125,25.63335682,17.95653658
218,0.078601383,8.619769831,NA,0.096716671,4.075906064,0.713539474,6.905137497,0.15546136,0.316903137,0.607733159,4.252443969,NA
129,5.025268766,NA,1.868006795,0.08588117,NA,0.282856783,NA,0.04601483,NA,NA,0.053183494,NA
14,9.648894978,11.56334509,17.83192179,38.25641082,24.51395344,34.60330667,15.77952138,29.76065446,9.099925001,7.416741424,6.277466309,17.4409971
65,0.184319877,0.068058317,NA,NA,0.163062665,0.049799011,0.056518378,NA,NA,NA,1.264051441,NA
161,0.070355585,0.077934342,11.94980536,0.259711386,2.54233111,1.961673926,0.355959054,9.926208104,0.850973799,0.725303988,2.251634723,NA
2,18.35531637,15.1616456,11.53852644,21.5574395,24.07234125,14.42445872,21.5899832,19.54829293,8.016187843,19.45741878,5.68685653,6.076470102
86,0.125468857,NA,2.906007733,0.077192854,0.064037772,0.406785748,0.086563733,0.041359661,1.011724553,2.748630492,0.095606189,0.453056137
231,0.077790833,0.172341039,NA,NA,0.031762793,0.517025627,7.656864701,0.051286073,0.156817591,3.20781931,NA,NA
230,NA,21.01542158,5.455546492,0.378043704,5.253103234,3.772708792,0.105984144,0.557024851,7.432218322,7.522391872,8.076812785,0.443758743
305,NA,NA,0.089785436,NA,0.071227523,1.86638532,NA,7.475529525,NA,NA,NA,0.125980595
228,14.73590741,21.34581506,0.077789428,0.185970228,5.338000817,4.287558992,0.034757702,0.049821098,8.073921068,0.194761794,0.115165483,12.77039122
132,2.876671343,NA,0.673001259,NA,NA,0.508719751,0.300708946,NA,NA,NA,NA,0.472153967
232,0.224688714,15.43132566,7.632617592,11.33538484,5.290495708,4.674342426,0.172241891,0.197510876,3.17063066,3.474513483,11.75647946,4.976155034
229,NA,11.30041188,3.728715805,NA,3.2145839,0.910748115,0.034001155,5.019877782,NA,3.429405938,4.731667833,1.601593229
169,4.443708203,NA,0.069307447,5.053620054,3.202711233,1.538935796,0.030967802,0.221943599,1.628730393,5.726338681,0.051304052,6.710065445
309,NA,0.093330139,NA,NA,0.10320557,4.261338236,5.037832826,1.777512327,0.169847038,0.434293281,5.649686628,5.354517788
1,9.799781075,23.78248678,24.94987617,29.27139045,15.95958642,23.93822903,15.24254839,18.88925691,24.58097129,5.783993894,15.10570565,47.10940673
77,0.056826034,NA,0.05849593,NA,0.104411929,0.055271135,0.156822139,0.074928728,0.229109816,0.439369688,0.043300949,2.298166254
211,6.067725366,NA,0.071793474,NA,0.199340234,8.095048904,4.555161566,4.368187682,6.608012838,18.33446864,1.806906357,6.648545822
110,0.179521749,NA,0.123198131,NA,0.097734089,0.397721862,NA,0.157807205,NA,0.308451797,0.136794028,NA
271,8.233592208,0.084449268,8.4755455,0.093807325,5.805434028,6.78481068,0.070130086,13.77168823,0.307370335,3.929679097,7.319580793,0.440455114
27,0.051796686,NA,4.105546749,NA,0.042298233,0.05877597,NA,0.273188856,1.044163066,0.800967167,0.118405886,0.2244395
165,29.33520546,0.141900505,0.065932867,7.881244684,1.739144075,8.991690291,0.176759875,7.051981249,10.07127874,3.466605678,11.6646476,10.63892052
281,13.3088045,0.50835996,7.401094628,13.5526257,8.244873261,15.5112536,7.493387279,12.95966997,5.396649327,3.351198953,7.28534086,15.35609058
273,6.638171502,0.083559549,0.077650472,12.43774789,0.138601704,3.644029229,6.557470999,4.873746019,18.0958553,17.88607785,11.0361372,10.45955233
112,3.090713179,NA,0.600290044,NA,0.071432253,0.009453282,NA,NA,NA,NA,NA,NA
89,0.055657057,7.213339795,0.057292602,0.136968718,0.852200467,0.027067072,0.383990321,0.183468397,1.121983827,0.573775136,0.975434567,0.321555764
288,NA,9.048757778,0.077145479,0.276646121,0.229500533,4.397851268,6.7216449,5.484362796,11.93508796,2.31779443,5.025333793,4.654539273
262,NA,11.4720143,5.367135437,11.60076086,1.808103712,5.233347996,9.198313297,6.545264629,2.15972773,13.80588161,7.564953351,8.562400708
205,0.065160306,5.918712657,7.512412793,0.240533474,8.620220698,6.126478301,0.149851777,9.27914342,0.394067598,10.74792387,7.000874511,7.246860603
224,0.133190948,0.147538376,4.867224389,0.245831269,2.093754216,1.39262509,0.030630458,4.566138438,NA,NA,0.050745178,NA
175,6.029062947,0.068148144,4.812997553,0.075699829,5.011375004,1.665482236,0.452743791,0.081119406,0.744117211,4.439594113,0.234392555,NA
101,0.055156819,0.122196706,0.227110656,NA,0.022521093,0.035765063,0.076107814,0.036363882,4.114028487,2.132317964,0.210145108,0.238999249
196,9.543400779,11.13149841,5.985388554,9.565385587,2.696700811,7.929886427,16.22068506,4.04174557,4.714051213,5.375286887,9.150185151,1.00414162
99,0.108313624,NA,NA,NA,0.066338341,1.193965531,0.02490932,0.14281838,2.07430707,9.4912518,0.907874538,6.335985519
130,0.398163455,NA,NA,0.069989761,0.023224887,0.036882737,NA,3.750026857,0.114664693,2.198953819,4.247559763,0.246468078
8,0.734208809,6.201399758,4.392996557,7.001521842,0.44030917,13.41204884,1.414109985,19.84606772,6.937887105,10.64396924,7.272990309,14.31625505
125,0.222093834,NA,0.057155077,NA,0.136024776,1.431111346,0.076613719,0.1098168,NA,NA,0.042308397,NA
135,0.393193797,NA,0.057821177,NA,0.022935007,0.009105597,0.129177656,0.296257686,0.113233511,NA,NA,0.0811306
294,8.33590279,0.236765447,0.513384941,0.175334722,7.37454115,4.723782349,6.029667731,5.495708168,0.718130118,8.446681225,2.497322771,4.630792924
109,0.106631373,NA,NA,NA,1.915701926,0.008642807,0.024522446,NA,2.364525715,NA,0.040626094,NA
30,0.093227223,1.032697294,2.495137044,0.114713335,1.779568153,0.649846818,0.214398396,0.153657506,0.75174249,NA,0.213115025,0.201980795
187,6.305414206,0.130553984,16.13577339,7.758625251,10.52684336,14.02347647,9.865974868,7.653623435,14.611719,7.441961453,17.82667782,3.745058338
13,52.72838182,57.51583529,42.71271652,67.13886781,51.0732538,58.37474451,54.43389132,60.34808408,35.28111221,45.68312788,66.68005978,57.08682956
139,0.167116819,0.370237535,0.344055467,3.769925352,0.53451147,0.288967284,0.461190327,0.403982557,0.44918501,1.579257998,0.806496661,0.241377191
87,NA,0.055898947,0.051945944,0.124186529,0.072116002,0.768955104,0.208893356,0.033269353,0.20345562,NA,0.192261979,NA
303,22.16631414,23.76709608,0.438801846,0.174839695,5.569681724,10.81444592,0.555516022,15.97218346,8.736451729,26.00092072,28.58399176,21.75458577
213,5.168287342,0.134706332,NA,9.950628698,0.086893248,0.019713217,0.027966396,0.040086556,0.122572793,NA,1.019296357,1.40515352
286,0.067950895,12.34438108,NA,NA,0.194215319,3.326610219,3.812973541,0.179195127,3.287553141,11.38334852,7.248919624,0.49072847
56,0.047373521,NA,NA,0.116583426,0.193430931,1.013699857,0.108946792,0.124929981,0.763997621,NA,0.14439286,NA
259,0.128966966,0.142859383,0.132756804,21.18511871,3.383310632,6.261452634,0.326249571,13.26398742,4.809684256,16.61919482,10.12198692,8.196099567
147,NA,NA,NA,0.400569977,0.022153699,0.307839132,0.124777067,0.035770665,0.109376078,NA,1.198958232,NA
194,5.299538361,16.01600602,17.4331493,11.9077758,9.913752029,14.60450201,2.702459303,12.30456442,11.84450025,4.156901532,24.2292157,10.31687018
238,13.78409808,0.204494617,2.217056122,0.075718411,11.80914498,6.643613469,3.056770756,9.168742943,2.232899613,0.158595854,2.016270786,6.754916676
134,0.690499116,NA,0.382733186,NA,0.043375054,0.025830976,0.024430286,NA,NA,NA,0.121420242,NA
318,52.15841766,79.72750287,38.68385503,27.25664589,36.27971751,46.72734669,47.78501794,40.03273199,34.9533947,29.36596581,22.5954507,40.9899473
173,6.733225357,0.06113552,7.953708339,NA,3.909786644,2.934519195,4.416938434,2.547020151,2.670182334,NA,2.018620236,2.869735617
241,33.33353992,19.48025883,39.23297377,24.27781308,26.3326703,33.71274895,14.96531409,43.54841163,14.69927299,16.58186325,24.55943362,25.22339057
45,5.288896214,0.101889044,0.189367525,0.056589826,0.103280933,0.156561975,0.126919173,0.090961891,0.09271149,NA,1.822303099,0.066426791
242,30.87292293,39.41301371,32.97584733,23.54517175,25.44859796,22.04047475,33.32065262,31.27656956,9.243022091,26.94287734,38.15226606,14.30465713
138,0.47260252,NA,0.108108994,NA,NA,0.059586977,NA,0.034619799,NA,NA,NA,NA
19,NA,NA,NA,0.052406662,0.043475603,0.303786039,0.019589535,NA,0.858581845,0.658609646,NA,NA
245,66.10805485,31.4031829,23.55841974,43.09962255,29.52082705,33.27142954,21.02472157,47.18580032,54.45689396,53.66388522,76.92523187,75.6681929
7,36.62021967,19.10836034,40.13526929,27.20995501,44.77237039,23.69156197,25.00699796,32.03543085,40.05339101,28.60340867,44.31112914,44.72778349
79,0.187138584,0.051824323,NA,0.402969839,0.18147517,0.288195195,0.258222078,0.185065566,1.037438569,0.361731305,0.213896985,0.473017769
119,1.565488115,0.111878946,0.155950813,0.124276562,0.12371706,0.433874116,0.0929088,0.066586946,0.407206245,2.603032375,0.11544082,NA
3,16.13410006,3.549361153,12.45616394,9.972650326,10.77430529,11.20116599,6.467234175,14.91156578,14.97040536,15.93332145,10.31206142,10.18166142
133,0.051385283,NA,NA,NA,0.010490568,0.008329876,NA,0.033877377,NA,NA,0.117465431,NA
118,0.452076246,6.120573996,0.155120337,NA,0.123058237,0.765414744,0.115517548,0.132464709,NA,0.12945853,0.114826069,1.668680082
127,0.659552614,0.112400017,0.365580009,NA,0.010357772,0.427670435,NA,0.033448536,NA,NA,NA,1.465588865
197,6.694661475,NA,0.057428263,NA,0.193622829,3.55418244,0.256599705,4.707912323,2.024352961,0.575133758,NA,1.450427241
246,0.11822661,NA,NA,NA,6.480668242,3.497662457,5.274675508,0.03897232,4.289968441,1.828217992,0.045043829,0.768429124
204,11.10292141,0.061494682,5.143136915,0.204927235,2.074047146,0.890927278,0.05106767,0.146399058,3.021602919,3.863069552,1.22674793,NA
209,9.318645435,0.061811119,18.95520835,0.343302903,20.39152057,14.17441371,27.17947443,6.327552901,7.424147796,4.889638211,11.0125057,16.4415422
249,0.237072866,7.747010676,4.697760688,0.072927783,1.948085431,3.295457912,4.852333457,7.932113454,4.181732608,5.651777746,6.954928099,3.852214303
10,6.1843214,13.87893731,26.70435884,6.91784013,9.854533336,11.09929785,6.926460737,3.468275979,4.04769418,9.211340377,10.80179926,6.090272118
103,2.498900296,NA,0.14560377,NA,0.144385833,0.596166342,0.260233428,NA,1.52075551,NA,1.65265026,0.068100316
263,7.901493034,0.26523175,0.184856528,10.82738849,0.244413669,3.017834442,0.110129584,0.19732234,2.292742008,4.782537865,4.059525771,1.815643556
149,0.656931839,NA,9.571347579,0.062179627,0.072216305,1.826760503,0.13945593,0.066631252,1.833647373,0.26047644,1.347705711,3.430448344
53,0.043540058,0.337611581,0.134458595,0.214299004,0.177778512,0.105871742,0.140183153,0.172230982,1.930981198,0.112214893,0.132708599,NA
203,0.272131391,0.120578235,0.056025655,0.200909765,2.155612191,1.261666192,3.67988926,0.358822492,2.194345405,1.823532391,1.990673063,2.358337513
193,0.211951577,4.167401072,8.836290433,0.065200033,1.958012682,1.975623978,0.073115035,0.104801847,2.243170645,0.955952238,6.742845335,4.285887389
61,0.043417253,NA,0.044693118,NA,0.053183126,0.007038209,0.039939362,0.028624201,0.087524311,NA,NA,2.8846707
255,0.116975241,3.952064982,8.669713599,0.143934566,4.358299601,1.58336199,0.053802533,0.154239272,4.834083707,0.150738936,1.203310711,NA
254,7.27569601,13.21748062,36.48884621,0.429721356,11.46706066,16.59702175,19.03456302,13.92971333,14.19764326,5.400432299,6.386708432,10.17245952
55,NA,0.047745338,NA,NA,1.918304053,0.06288441,0.158598637,0.08524972,0.173778898,0.222173458,0.0656872,0.124510722
195,12.33229247,6.801053218,4.685593972,10.15976465,2.766228965,8.906048169,7.717132111,3.873306771,11.09654021,18.55189579,14.64011828,21.5582285
191,4.232600185,6.945983749,NA,0.128594791,4.405878776,5.768582804,13.81970748,15.12369009,11.69261267,5.656307495,5.05680276,6.71720035
114,2.57032942,0.155302212,0.673491997,0.230015575,0.066785841,0.651514882,0.214948726,0.030810385,1.224717171,0.240889343,3.133710231,0.269999001
314,21.29190477,17.52878917,4.105409823,0.395756157,15.28620805,19.00960013,28.37356502,12.3410051,13.61576909,13.26288492,17.05751772,12.54285372
105,1.925021723,0.050771107,1.132337505,0.056397194,0.01871443,0.943604181,NA,0.060434838,0.0923959,NA,0.663574993,0.198602022
236,13.924359,30.22915279,NA,9.702108607,20.15026856,13.1988785,9.208050008,6.083182281,24.12437079,26.80712885,18.32290736,11.46938884
285,180.5398377,145.4273144,242.8460461,158.6352005,224.17907,193.3464116,191.2682289,201.6662282,88.3001493,70.41980506,86.65050975,99.2306659
154,0.098661065,NA,0.101560331,NA,0.030213242,0.151938976,0.158826374,0.097568152,0.099444819,0.50855425,0.075178882,NA
24,0.040018666,0.044329506,NA,NA,0.016340031,0.966604172,0.110439043,0.026383574,0.242019421,0.309417842,0.121975516,0.520212978
66,0.169844383,0.14110511,3.671544436,0.052247119,1.664380771,0.743386626,0.136709286,5.738733789,1.112758463,NA,0.129419958,0.919937925
93,0.044046688,NA,0.136023146,0.054198143,1.780486601,0.092823171,0.081036752,0.145195876,NA,0.340561855,0.033563197,0.190858092
225,15.64489991,10.77925297,17.82025761,16.40599729,25.83726401,14.99022109,12.28980428,19.56545262,13.98092376,4.156832719,6.063056023,18.32600795
26,NA,0.087792057,NA,5.704951508,0.752381579,0.01284768,0.091132592,0.156753488,0.079884275,NA,0.09058708,NA
156,0.438998525,0.162095924,0.451898986,0.180058223,0.229038585,0.221400386,0.157046177,0.289423694,0.393320787,0.37714061,0.297344975,0.070452534
315,0.125873909,17.84744198,5.57163274,0.309768227,28.25473367,31.15835696,53.06118775,26.68011632,7.231808826,8.596923989,4.316167592,9.726701084
177,1.093098021,19.81386579,6.086416869,0.244549947,1.937448016,6.097223263,4.593474,4.389471634,1.101781483,6.914991966,6.739171292,1.650594261
214,5.519607179,7.278789734,2.705622378,0.129365962,5.720135875,2.198560237,3.796009601,3.50034835,NA,0.135481615,0.320449003,2.961144128
163,0.146400695,NA,NA,8.406613349,1.813232669,1.408126515,0.089782285,3.571214061,0.983757915,0.503087315,4.46224277,2.678437686
21,NA,0.129363279,2.885162477,7.903411082,0.039736512,1.457710372,0.01790475,0.025664363,7.455030679,0.100327725,0.355951465,1.068289946
104,0.04458521,0.098775924,NA,NA,0.018204597,1.091358799,NA,0.117576852,0.808909027,NA,0.917285747,NA
60,0.124809893,0.046084836,0.171303428,0.102383249,0.08493526,0.094418171,0.229624265,0.109713171,0.08386758,NA,0.126805419,0.060090224
136,6.81250317,0.104087601,0.338543953,6.359201039,0.172651949,1.249057279,0.043219276,0.247799099,1.515392225,1.574140745,0.035800474,0.475021014
146,0.380104083,0.105262295,0.342364632,0.058463351,0.106700265,0.161745287,0.196681646,2.255360996,0.095780898,0.1224543,0.07240901,0.205877967
282,24.00022131,38.78663765,16.35097951,25.75095037,37.1151503,25.87145822,25.97063928,17.00771374,25.1257898,31.37586394,21.51265102,35.58605969
80,NA,0.046955813,NA,0.052159117,0.06923239,0.075587773,0.116982016,0.027946672,NA,NA,NA,0.428581264
54,NA,NA,0.126638837,0.050458985,0.200927258,0.119657424,0.169753462,0.351464711,0.330669167,0.739821393,0.874934314,0.11846046
108,4.266868438,NA,1.418332385,0.054690157,0.054443938,0.079255698,0.122658612,0.058605589,NA,NA,0.067735771,NA
62,NA,NA,NA,0.050570359,0.025171344,1.905419928,NA,0.189667945,NA,0.635532291,0.187899747,NA
152,2.461342307,NA,0.194897815,NA,0.086970396,0.046038346,0.108854768,0.2184428,0.095419037,NA,0.036067724,0.273466878
113,0.883796624,0.146849978,0.272930392,0.054374277,0.153366861,0.644710352,0.142275186,0.174801282,NA,0.113889539,0.269378168,1.595652874
201,6.155104419,NA,0.103868509,5.587136199,1.019696793,0.891460046,0.069615449,8.082633551,1.220459008,0.650140306,0.038443743,5.246674942
295,4.087811794,0.064687913,11.18108896,22.63469051,1.537952162,4.080091605,4.458715052,0.231001672,3.296227973,1.655568027,6.36324955,0.4217343
166,0.047329276,NA,7.649055636,0.058237271,0.66671345,1.235251894,0.021769008,0.093609977,1.621978673,5.123192148,2.921224577,NA
155,4.774701961,0.103706596,6.312417251,0.115198612,0.01911333,1.198955252,0.043061075,0.061723012,0.094365328,2.05095679,2.211504622,0.067611748
150,7.907838011,0.051226177,0.618847032,NA,0.047205426,1.124482509,4.445460115,2.65247884,0.745792477,0.119185424,0.458094494,0.066794041
240,0.313362529,8.041571037,13.2254125,0.192791651,14.11705357,17.15280087,4.732284189,8.883549789,23.16246901,12.65275678,15.44107757,25.94957943
272,4.423303162,NA,7.968252004,0.27213717,3.860495844,3.710708604,0.178017844,NA,8.805421852,11.25758677,13.01862939,16.21170992
58,8.403832163,0.395197609,0.244833627,0.877981104,0.13757854,0.096390129,0.127628695,0.078403199,0.319644958,0.408660812,0.4228824,0.687066578
