Oligo_Number,K562_Rep_1_Normalized_Edit_Score,K562_Rep_4_Normalized_Edit_Score,K562_Rep_2_Normalized_Edit_Score,K562_Rep_3_Normalized_Edit_Score,HEK293T_Rep_4_Normalized_Edit_Score,HEK293T_Rep_3_Normalized_Edit_Score,HEK293T_Rep_2_Normalized_Edit_Score,HEK293T_Rep_1_Normalized_Edit_Score,iPSC_Rep_4_Normalized_Edit_Score,iPSC_Rep_3_Normalized_Edit_Score,iPSC_Rep_2_Normalized_Edit_Score,iPSC_Rep_1_Normalized_Edit_Score
137,NA,0.055806579,0.033188886,0.014290275,0.027118282,NA,0.032514539,0.040563062,0.067624127,0.008907009,0.338036774,0.10669812
236,0.04156043,5.698230527,1.024841904,5.118736654,3.824068689,5.677897773,4.048203368,4.383923514,1.968846084,1.331194274,1.787552169,3.039396365
148,0.008688852,NA,0.027425163,NA,0.070027517,0.098335712,0.033584907,0.121505314,0.119743356,0.248406064,0.065468406,0.068881617
274,1.167558717,0.072390987,3.547472087,4.74547471,0.117257335,3.94296848,8.4438551,3.693745224,2.95743177,4.240304493,1.452509336,3.356352825
311,7.709343445,16.71318539,2.328430468,3.467358349,11.68091629,7.118421746,8.664650779,10.38203533,3.737041456,3.445531022,4.101021819,8.413917634
151,0.008732726,0.019311593,0.006890911,NA,0.051612818,0.296496747,0.364548499,0.037898951,1.203479889,1.239055154,1.831405013,1.896886326
10,11.41143962,12.60531539,5.70461421,10.34713428,5.281709895,12.70791214,6.687462499,11.72843371,11.99862672,9.222827831,13.23705428,10.10248389
292,1.369223099,0.024617129,3.742014991,1.928919141,1.495285713,2.015755964,2.125581692,3.999081456,1.994350481,0.671861861,2.544243116,0.829541064
32,0.056089944,0.022552288,0.048283682,0.05197426,0.616438715,0.882118482,0.134024124,0.828623206,0.035135921,0.053991867,0.37139703,0.068719845
149,0.085178464,0.11301845,0.04032811,0.043410602,0.064072683,0.061971662,0.046093489,0.061610671,0.156515577,0.081172391,0.106966533,0.087783741
103,0.407187712,0.016371945,0.035051777,0.02515398,0.0318227,0.029924218,0.005723263,0.73184769,0.119033112,0.094069589,0.037188621,0.774723687
75,0.013161043,NA,0.046733644,0.011179054,0.028285599,0.069155146,0.05595833,0.038078203,0.052901275,0.592263917,0.115692837,0.026083824
283,NA,0.023671494,NA,2.127590192,1.196288084,7.234099527,3.674109407,3.055722775,3.343751968,1.484788842,3.508455677,1.646266089
231,NA,NA,0.007841014,0.016880689,2.594757494,0.072295085,0.138270548,0.75228077,0.228235507,0.189388659,0.049914134,0.449015385
219,0.078142099,7.884174778,4.007977271,3.252339733,1.968074006,1.650297356,1.298779057,2.289107716,2.097705288,2.596000889,3.704419364,1.595156282
196,1.771803346,0.020731084,2.507726848,1.656272525,4.442601591,3.637607026,1.81178001,1.464649121,0.635204408,1.786743642,2.44869764,0.208090702
304,1.359319501,4.533250931,3.321680866,4.95366056,3.828496799,1.444469234,0.101693419,4.715194245,3.650947925,2.73935232,3.744440042,0.955946258
101,0.821484249,3.92522788,0.92024859,0.049840909,0.760595229,0.332039747,1.740729685,1.202527473,0.227432623,0.349485981,0.36843368,0.447726576
308,6.552553053,13.1886733,3.636917496,4.320547278,11.86884305,18.09963811,11.9339737,8.536536922,4.209012857,5.12720935,3.570397864,3.79469377
35,0.040223532,0.200138672,0.075382517,0.093956677,0.475464345,0.04877444,0.186570595,0.111527745,0.092388513,0.085181685,0.075768655,0.115592364
71,0.006332776,0.014004333,0.024985668,0.075307275,0.040831042,0.005119352,0.024477998,0.851987502,0.029091219,0.073760332,0.14314783,0.150610876
45,0.021344661,0.011800422,0.042107173,0.018130259,0.516079776,0.047450717,0.037126458,0.200705254,0.018384774,0.090403507,0.696916457,0.126908716
213,0.019143037,NA,0.052869561,0.065040757,0.082284096,0.077375181,1.568658662,0.096924823,0.681522686,0.85132652,0.060099238,0.068291128
186,NA,0.020274376,2.430777966,3.00594652,0.009851997,0.037056981,0.070874652,0.83113566,1.073957624,1.349366807,1.266455677,3.750332962
158,0.767639945,NA,1.258587694,2.926922147,0.05041071,1.572065847,0.178028922,0.830809201,1.08729105,2.023014994,1.178218549,0.277229756
121,0.007583801,NA,0.01196861,NA,0.081495191,0.006130667,1.659147876,0.025598813,0.113223884,0.048180821,0.076189482,0.174351563
278,6.39834162,0.045790695,6.004724774,2.427184448,1.885791686,0.075325546,1.832846832,2.351444474,2.806071484,2.532368811,2.600321574,2.478716296
93,0.006946529,NA,NA,NA,0.003732355,0.112310072,0.075180924,0.006699351,0.215396888,0.17652863,0.148297871,0.110138411
314,5.558678904,4.941581147,0.008772601,3.267325722,3.088212638,5.742794437,8.173232291,6.845849581,2.374774112,4.873466125,3.462353279,2.626387347
63,0.137592018,0.052916814,0.042484913,0.071139071,0.134998755,0.174095976,0.249730108,0.233660496,0.164886243,0.082346431,0.195324565,0.331974231
258,1.274950661,0.022200254,1.544724686,0.03410864,2.788658092,NA,0.062085672,0.116181177,0.587986848,0.680308126,0.050427538,0.509343258
76,0.483632151,NA,0.34647945,NA,0.598349166,0.030865524,1.953007093,0.012274292,0.26309455,0.47166716,0.359610365,0.206836109
298,0.021069836,0.02329697,4.040119786,4.850038548,1.013209504,1.601068205,0.040720481,1.711969121,2.322951601,3.134537727,2.791462025,2.421977376
120,0.126687874,0.19775873,0.12937061,0.113939257,0.116117906,0.096388881,0.190112997,0.075464082,0.1968438,0.339305274,0.215244507,0.212681423
256,1.410777715,1.010639733,0.007839657,1.873432156,0.016014249,0.016062793,0.053762571,2.280405453,0.570489991,1.136135235,0.548960425,0.488318149
25,0.430436889,0.029745947,2.356347283,0.060935865,0.896182089,0.057993466,0.069323421,0.071348864,0.257463716,0.688402248,0.242116742,0.390995596
240,6.422710742,2.409854756,7.685857462,3.391245455,9.48740735,6.072987975,10.60121085,8.43560603,4.396857789,6.800712106,7.302634434,8.210873199
107,NA,0.015777699,0.011259839,0.266650741,0.026834189,0.040373299,0.088248451,0.010321231,0.090131341,0.098209782,NA,0.769228218
80,0.006321156,NA,0.02493982,NA,0.030567089,0.02554979,0.024433081,0.024384921,0.087113512,0.321272654,0.214327736,0.035078052
153,0.048643687,0.053785447,0.179126602,0.068863642,0.126324709,0.11141534,0.162952238,0.1055538,0.065175003,0.257532783,0.081448547,0.096406747
178,0.008667129,0.038333063,1.107942122,0.014723803,0.107107072,0.070064184,NA,0.020896816,0.15925864,NA,0.500669559,0.020612821
82,NA,NA,0.014879235,NA,0.013508515,0.071134684,0.072884561,0.015154354,0.086620675,0.039931886,0.031572622,0.049828002
118,1.028233173,1.82547718,0.405684517,0.172217011,0.408514649,0.883895745,0.459017096,0.436463721,0.465692316,0.674717486,0.145492754,1.148085394
253,15.13627366,11.03627774,8.730868994,6.884357221,7.098562294,1.641892629,8.658146506,6.77649489,5.353766744,6.05240717,3.546545982,7.069301105
268,3.431406894,4.033973069,1.244915219,2.445629005,0.031787714,0.948551175,2.568825586,2.695944245,2.763061682,1.555662099,3.194705254,3.728655713
188,0.008805016,0.019471457,0.006947955,1.181685773,1.816671755,1.359516137,0.074874614,1.795996183,0.30336062,1.202696114,0.453348456,1.347188631
211,2.367600258,7.663012336,3.464495895,4.854261523,4.469431405,5.111183566,3.415140491,4.334873191,8.761362414,8.241213896,7.871618415,9.873686604
98,0.034125752,NA,0.026928307,0.046378528,0.02200283,0.016552146,0.042209864,0.019746874,0.054867863,0.065041532,0.068567818,0.032464178
290,0.020279758,NA,3.520564112,3.427919263,0.806323928,1.639394932,1.12093529,2.967948261,0.454156096,0.601252392,1.578965215,0.120577133
145,NA,NA,0.006115536,NA,NA,0.100241716,0.167755765,NA,0.115706781,0.131299687,0.068127717,0.067583596
91,NA,1.881759247,0.005205146,0.862862368,0.024809566,NA,0.005099385,0.08270167,0.295446224,0.174615219,0.57157505,0.271925748
105,0.041111184,0.075761232,0.032440445,0.023280027,0.187756067,0.110779541,0.635626101,0.122249004,0.393447253,0.152357577,0.146276908,0.070614358
317,3.090619847,2.106558566,5.462196306,9.206137221,7.990135262,3.679188362,11.16063358,6.777908233,4.230091484,4.034607259,2.525424871,1.837586461
210,4.19362293,3.811688484,5.075896569,2.852685726,5.38482444,1.558575851,2.67182939,1.910808261,3.795754345,4.41221076,3.425341447,6.38845142
8,2.07675325,1.526345026,4.788513005,5.084483085,5.858133595,6.053649628,5.571854035,3.527088651,5.48906162,5.934007374,4.180426561,3.888324098
214,1.230519281,0.01971867,2.174175684,1.681423297,1.80619966,0.043249532,0.075825235,0.885750546,0.634905084,0.660911645,0.190360296,0.445339089
64,0.016947962,1.436687622,0.031204777,0.038388483,0.564578366,0.01370056,0.026203494,1.013383971,0.110294262,0.586216883,NA,0.103006584
245,1.426077021,4.484713114,2.557508723,1.321436482,4.781462106,2.784748832,1.653659092,3.554431923,3.360602314,2.225789788,2.093210385,1.703143244
195,4.28292079,0.09490253,5.607853399,3.616062455,2.757755442,2.685166939,5.135611933,3.029601099,6.338087755,7.252344325,6.176070335,6.777035571
78,0.018020917,1.248681807,0.02844027,0.510235169,0.10328106,0.092263531,1.244520847,0.092691624,0.682965259,1.214856647,0.384719262,0.800029224
24,0.943141725,NA,0.006674656,0.007184836,0.004544825,0.085473785,1.588986131,0.377292955,0.160285344,0.510520251,0.791364343,0.308461419
318,21.15611571,12.37397295,32.28020186,19.86591416,24.45144409,39.93945563,37.41616902,32.49473474,19.23021625,14.67896672,11.00079335,11.86229587
14,28.60526026,26.16244018,19.5742074,31.08742793,29.93389074,22.6615342,26.60199431,27.42580466,18.36079768,15.03874129,20.45542026,18.36075071
95,0.325066774,3.378615181,0.292418099,0.132534385,1.250548882,0.136645947,0.196010314,0.733589836,1.34394922,0.722816241,1.028705912,0.706096524
235,1.724132084,2.115978849,2.322103562,1.778852346,1.799393492,1.021612108,3.426339558,2.167710997,0.953746093,0.535255601,0.906870485,1.80334424
126,0.774398471,0.015711089,0.454098248,NA,0.041989987,1.068247199,0.021968971,0.606381757,0.212138315,0.857588339,0.231968733,0.619543213
62,0.091872086,0.047803857,0.882737999,0.018361553,0.101629028,0.021843664,0.08355576,0.028665678,0.428244237,0.652342294,0.101799122,0.561237761
190,2.543879074,2.59071241,1.802653867,1.663234505,3.142788276,4.106127208,1.429640671,7.029200021,8.447331402,5.245424169,4.487132239,9.658844718
299,0.906794467,2.673719777,0.00769401,NA,1.859813241,0.039410936,0.821607041,2.473127626,1.063793412,1.455730739,1.750975481,0.626111761
312,1.273244741,0.022346506,2.511763343,3.811001025,1.666843366,0.016337747,0.039059177,1.286412184,1.6479251,0.567091637,0.126899368,0.416567726
180,2.30048829,NA,1.584372745,2.817140479,3.817333411,4.915367784,1.388793282,3.351464148,3.360809301,1.730077969,3.623932159,1.540183343
27,0.02540293,0.009362694,1.93102197,0.014384915,0.40491851,0.003422578,0.036002859,0.042873281,0.403569586,0.026897991,0.03721763,0.026851186
247,2.602416263,4.346014508,1.175475746,0.198183212,0.916109605,0.181359205,0.221993617,3.409885968,0.247341953,0.142529924,0.067615791,0.313020206
222,3.156671757,0.096418229,5.263917903,3.140519253,3.073546322,7.740054587,6.977067837,4.705283683,2.73395448,3.05622184,5.135843852,3.822846986
160,2.796422875,NA,2.799548143,NA,0.024972497,0.006262049,0.005988353,0.351122265,0.685005641,0.246066746,0.369655656,0.405303645
156,0.022891211,0.658082602,0.084295107,0.012962604,0.020498996,0.006168341,0.04718992,0.069909466,0.376811151,0.088874306,NA,0.024196271
183,0.016298548,NA,2.237819084,0.664515161,0.201415001,0.046114529,0.031499282,0.062874387,0.729997364,0.742084549,0.020467605,0.038762439
40,0.009144497,0.010111093,0.003607918,0.730133752,0.012283296,0.011088477,0.014138442,0.282211474,0.46733425,0.24206715,0.212446541,0.286350435
141,NA,NA,0.011327954,NA,0.015426582,0.075432556,0.088782295,0.038073447,0.107163225,0.053202092,0.018027801,0.022761222
229,0.034540114,NA,1.301439421,NA,0.737693515,0.076785159,2.830357996,2.714852503,4.026220761,2.148659814,2.504920035,3.936158214
106,NA,NA,NA,0.021781541,0.020667131,0.005182445,NA,0.046370309,0.338672141,0.088245637,0.169064052,1.133338538
88,0.023804205,NA,0.713779552,NA,0.003197487,0.019243077,0.009201009,0.014348238,0.027337668,0.018903881,0.254091846,0.01415324
83,0.057052647,0.050466604,0.112549256,0.038768637,0.076635656,0.81633778,0.097030937,0.277863848,0.124490778,0.362462497,0.100304854,0.108549536
67,NA,NA,0.004215778,NA,0.579852193,0.034551084,0.020650597,0.048948494,0.018406868,0.016971028,NA,0.004235374
252,2.790659496,4.408056007,3.398867106,1.442852041,1.429566696,4.119543876,1.467259175,1.36657541,3.951384231,4.21210986,2.481440915,4.830001128
243,3.150936762,4.720865422,0.006738142,1.798787046,4.702753937,1.290849934,5.439416,0.568234083,1.775005381,2.224254383,2.230461701,1.577284995
150,0.049877612,NA,0.995193889,0.060523267,0.038284474,0.097921344,0.115674772,0.065282396,0.106379696,0.882733289,0.062635965,0.152514913
12,2.446593546,2.269841567,1.837639543,2.212499214,2.865970731,1.8771429,3.121910172,2.964837083,6.937446486,8.648349224,8.135350398,7.6221692
265,5.597834256,3.746554257,6.953124252,7.106279166,4.720359288,7.313791759,1.471737112,9.934015164,5.43587011,3.28266365,4.682825724,5.843127762
42,0.087534814,0.077429971,0.03799009,0.029740999,0.042329038,0.838532684,0.098120682,0.474862866,0.150792539,0.213179127,0.269317773,0.131848546
313,NA,0.020852881,0.007440885,0.656789771,0.035465892,3.216851839,1.63289229,0.072753289,0.010829429,0.209678113,0.0236835,0.119607577
15,22.47748665,23.89825652,20.68692045,19.55888171,23.6994616,14.9107814,19.62312427,19.39252653,25.85016159,24.21883363,24.06789573,22.28580778
224,2.378867743,0.035786667,3.077491226,1.70447014,0.130424533,3.165841429,0.037530639,1.950867812,3.020049813,1.533599736,1.453038491,2.373370943
85,0.609012594,NA,NA,NA,0.053545276,NA,NA,0.002669737,0.165315934,0.234492851,0.090384728,0.144839981
16,32.9718904,30.12715355,35.07742955,25.7977899,37.65107859,45.2900007,42.26219007,39.27979599,18.31095666,17.0269255,19.75491216,16.53274409
23,0.38233638,0.117198101,0.008961327,0.630224194,0.024407346,0.048962667,0.096571712,0.029206472,0.06086394,0.100207514,0.194906455,0.051016904
319,4.854444514,3.460943771,1.937482958,5.970157585,5.372658921,6.128851982,7.809806692,8.378270606,2.432349618,2.629612059,5.16645221,2.852869697
112,0.012258649,NA,0.004836592,NA,0.098798179,0.11396232,0.16110287,0.177336748,0.154861363,0.084370767,0.023091492,0.038872595
72,0.005225328,0.034665948,0.01236977,0.026630514,1.080909517,0.067585628,0.07271061,0.032756068,0.030004841,0.082992879,0.045933517,0.057993926
255,0.341490454,2.412872079,0.006572363,NA,0.899509674,0.040398644,1.506684467,0.71490706,1.520896339,1.419896259,0.512517745,0.415983583
289,1.396484717,0.038602416,0.041323231,NA,0.032826858,0.02116695,0.013494536,0.694440467,0.020047212,0.471327096,0.032881799,0.0345961
73,0.005239008,NA,NA,0.008900079,0.011259631,0.04235161,0.008100108,0.138946195,0.126350269,0.03883141,0.243427106,0.149517673
173,1.969172946,2.763829876,0.005733785,4.740133128,3.310743166,3.923845162,1.449259038,3.763169002,4.164116713,3.069894794,3.494873478,1.762693999
48,0.040139463,0.009862735,0.007038593,NA,0.016774213,0.025237592,0.01034337,0.034409939,0.179268867,0.226676405,0.039205338,0.632882392
108,0.470136244,0.039986987,0.137928479,0.122872621,0.187833129,0.146174365,0.191040185,0.136603511,0.553766776,0.127642456,0.09839898,0.281917524
84,0.021518894,0.011896748,0.046695977,0.036556507,0.474044244,0.013046741,0.012476505,0.044100524,0.40158834,0.324691443,0.371570104,0.153533585
306,4.240164319,0.371936727,2.689271945,0.225570955,0.946488452,1.681650983,4.058014634,0.853713288,3.009169581,3.374315614,2.301100748,1.936855341
123,0.018644319,0.041230141,0.034328129,0.095019454,0.113532254,0.040191674,0.024021882,0.260723033,0.256942269,0.210577168,0.054631287,0.039414516
282,7.765212916,4.076948231,8.641455702,0.894836328,10.82771776,14.20981725,3.454654805,7.24309706,4.429664187,4.965720569,6.326739898,6.432080542
50,0.00908488,NA,NA,0.023150224,0.061016077,0.029376498,0.045650369,0.048188871,0.041733707,0.014429341,0.039930556,0.007202116
26,0.055620465,0.131199333,0.026333748,0.056693153,0.372563263,0.125896447,0.091728665,0.073309808,0.127753376,0.259133354,0.330612916,0.214588845
198,8.883357278,3.672060595,7.814750999,11.22031503,6.637402292,16.0177824,5.980864659,5.217196228,6.319589986,4.565110312,6.143560926,5.649233857
102,0.011488032,NA,0.63908935,NA,0.027776225,0.02321702,0.071047267,0.069245337,0.230882742,0.036492442,0.007213296,0.050089796
205,1.525515674,2.411994619,3.558971981,0.075117707,0.879051608,0.268089418,1.344528689,2.828748054,1.777351814,3.886079657,2.896735093,6.350629883
43,0.01218326,0.044903537,0.01281826,0.034495068,0.488770904,0.791188798,0.571380464,0.479781186,0.522357769,0.374108467,0.402890905,0.167411979
92,NA,NA,NA,0.009255407,0.020491034,NA,0.012635248,0.091950413,0.17519293,0.02307527,0.171044412,0.056148098
295,2.747912176,7.233348121,3.229598926,1.523152386,2.426547649,2.999875335,3.452779719,6.3050754,1.525466292,3.067865451,3.169323367,0.868739794
66,0.099994678,0.105299396,0.093934346,0.032356559,0.122804391,0.046191245,0.139879132,0.121693766,0.09296389,0.226885181,0.083715088,0.071721955
199,3.0880792,9.579343755,7.003634134,6.218440713,6.135690139,7.780453835,1.518670409,7.418229993,3.400390502,5.589379813,1.721578529,2.879459948
193,0.727363455,3.462094417,0.497428184,1.012057935,1.86844778,0.005599935,1.001418306,0.721524032,0.692132446,1.202934701,1.565859521,1.048905771
230,2.38240335,4.833448367,2.886011609,1.052037473,2.685386019,5.336009149,3.700365726,0.969642164,4.150085013,3.664351911,3.860984906,2.217888416
146,NA,NA,0.043136602,0.041274454,0.724510442,0.078562884,3.028642845,0.530139363,0.244147582,0.045020537,0.305108784,0.115565653
267,0.790615341,1.498603485,1.223967755,1.189607331,1.359346849,3.317365088,3.754459247,0.642664153,1.66894116,1.897531186,1.645293193,0.722274427
60,NA,NA,0.009839706,1.306322799,0.643193416,0.020160723,0.009639778,0.316683905,0.548958674,0.052814273,0.219230734,1.024791116
249,13.56136369,9.153989046,7.149382905,6.801747459,10.34681721,5.538858643,2.755718729,4.901439746,15.08491249,17.64167436,14.31353461,12.52734297
218,NA,NA,NA,NA,0.005646506,0.050972602,0.024372368,0.015202705,0.265518745,0.033382742,0.580678196,0.299921886
135,NA,NA,NA,NA,0.006900157,0.057098857,1.131776028,0.061926819,0.022122945,0.02039723,0.096763877,0.045813908
