Oligo_Number,K562_Rep_1_Normalized_Edit_Score,K562_Rep_4_Normalized_Edit_Score,K562_Rep_2_Normalized_Edit_Score,K562_Rep_3_Normalized_Edit_Score,HEK293T_Rep_4_Normalized_Edit_Score,HEK293T_Rep_3_Normalized_Edit_Score,HEK293T_Rep_2_Normalized_Edit_Score,HEK293T_Rep_1_Normalized_Edit_Score,iPSC_Rep_4_Normalized_Edit_Score,iPSC_Rep_3_Normalized_Edit_Score,iPSC_Rep_2_Normalized_Edit_Score,iPSC_Rep_1_Normalized_Edit_Score
182,1.731367296,0.031906286,4.884184647,NA,0.201556302,2.402680444,1.951900855,1.287106738,1.70668341,0.794414815,2.500375096,0.102941716
7,5.335935009,6.43538927,6.652427985,4.215064194,7.077020356,5.197096435,5.429862316,3.120108633,9.295271329,8.130690641,10.28580409,9.842222023
250,2.086462646,0.14196966,2.710240639,9.215708028,4.380725525,2.10185671,2.555913923,3.575560319,1.5667293,0.985669418,2.398459213,3.448081182
131,0.312677626,0.027658275,0.059215427,NA,0.094080562,0.131438011,0.116024521,0.084434455,0.086181853,0.238377538,0.282714066,0.61473709
140,NA,NA,NA,0.02165347,0.047939762,0.175167091,0.019707181,0.03687813,0.117106373,0.148460691,0.048019998,0.020209413
162,7.553445047,4.236452315,7.860753788,0.116230671,2.690928454,0.110618261,2.686899699,1.530836656,2.922985888,0.391206253,3.05875092,2.527567993
114,0.035220225,NA,0.046319909,0.039888308,0.132466249,0.028471671,0.018151504,0.022644657,0.148310309,0.111879215,0.088458636,0.046535224
237,1.077087439,3.175835423,4.200326668,3.129166146,1.518082993,0.012618935,2.908242756,6.488495506,5.234708473,4.942072202,3.273681741,1.633490946
239,4.985496589,8.47543198,6.589463444,13.97452686,2.887969549,5.050375241,12.69435963,4.447490444,3.524783523,7.192518067,2.621690123,5.866687897
94,0.033252327,0.049022908,0.01749273,NA,0.017866402,0.008960281,0.008568652,0.930004183,0.369153133,0.410775803,0.013919348,0.017574044
68,0.805054524,NA,0.030250518,0.016281363,0.041195622,0.015495187,0.022226906,0.004621478,0.077046307,0.091332332,0.060177498,0.736985041
53,1.271781449,NA,0.013747269,NA,0.070204663,0.056333981,0.047137811,0.78128133,0.060023133,0.147575968,0.021878006,0.255506695
89,0.010343267,0.022873153,0.008161774,NA,1.072581037,0.041806958,0.143926904,0.71821604,0.273207961,0.240944182,0.935208288,0.180393692
303,0.049276586,0.036323497,0.025922458,2.929904083,1.332635491,3.107105828,3.288750026,1.124715227,0.962049267,1.460947709,1.897690137,0.14323626
291,NA,NA,0.012747165,2.414983757,2.820883997,2.938259468,0.024976325,0.140214902,0.686430068,1.402609177,1.947494071,1.703253804
124,0.395183173,0.154219421,0.146746019,0.217198568,0.374701858,0.206710738,0.314484549,0.280236308,0.88099053,0.529205086,2.262399724,0.580498372
33,0.022344462,NA,0.023509071,0.025305994,0.104048799,0.054189107,1.191875083,0.050281886,0.222397438,0.126184108,0.205773502,0.070855053
97,0.572803211,0.047799996,0.025584542,0.018360069,1.684002151,1.196936115,1.361848889,1.787551514,0.248237477,0.102993095,0.162865439,0.059974764
56,NA,NA,NA,0.014669443,0.027837819,0.006980551,0.013350902,0.054131132,0.02975075,0.027430022,0.010843937,0.020536719
109,0.044322667,0.049007684,0.052461894,0.037647889,0.672758829,1.021154778,1.636104361,1.106040705,0.687175127,0.164259296,0.208725383,0.307450262
117,NA,0.024825552,0.053150664,NA,0.012063566,0.081675906,NA,0.027066712,0.090247762,0.059434232,0.042293146,0.017799244
161,0.012972959,0.057376933,0.020473677,0.022038589,0.069703424,0.062923246,0.170490312,0.193925807,0.744932332,0.782978657,1.759466131,0.709625253
202,1.489592825,NA,1.896202152,0.04774594,0.007550518,NA,NA,1.172310572,1.985064379,1.383823439,0.335299899,1.882735628
111,0.109940387,0.145873635,0.060727041,0.01867678,0.112234386,0.115537095,0.229473621,0.031808514,0.303023481,0.058205402,0.096643671,0.505505851
41,0.015242725,0.033707838,0.018041834,0.012947245,0.012284824,0.141703726,0.076592756,0.018375429,0.140042665,0.347006083,0.076566837,0.163131301
55,NA,NA,NA,1.65357692,NA,NA,0.170124517,0.032651766,0.077764177,0.107547195,0.510200839,0.013420007
316,1.645985995,0.145597667,10.68938671,7.409975205,8.171714335,11.80240694,8.665327662,4.508264032,7.693577326,1.742858636,2.997176042,2.557544135
128,0.05676797,0.075322184,0.134385198,0.115725577,0.048802089,0.018356259,0.061438859,0.049273197,0.743217612,0.072130781,0.883981473,0.06300461
320,6.397719626,10.39217924,4.579973442,2.380987684,13.99798856,3.385696496,3.607378025,2.520505283,1.950466435,1.291996166,2.049966609,5.56857415
275,1.736890745,2.237781885,4.183199677,NA,1.192908312,0.012209433,2.895596769,1.951840506,2.809942633,2.462812837,3.489880838,1.54456184
122,0.02214389,NA,1.476513598,1.053311196,0.089233979,0.008950448,0.20542198,0.117457697,0.292455331,0.105512148,0.013904073,0.008777379
58,0.42857411,0.018583352,0.106096866,0.042827405,0.063211902,0.047552639,0.084452177,0.028365384,0.106158853,0.142367797,0.063317699,0.672849695
263,0.014790876,3.696073747,NA,0.025126884,0.826498943,0.059783967,0.05717098,0.049926004,5.996203695,3.664762025,2.321785109,7.750617122
1,13.06334449,14.73358242,29.83546084,15.96702024,4.219014756,16.79256771,10.61376799,10.48728578,11.96916693,19.50109611,13.86494433,23.97554651
257,3.418710444,10.31814931,0.046311965,0.149555501,0.1813215,2.455260475,0.147455675,0.063677174,2.274824749,3.852956497,1.381929143,2.94284812
9,3.105963875,10.29194819,8.818538199,6.336739342,6.984254684,4.064206678,2.93677421,3.869905664,12.37165071,12.77517463,10.34359365,9.771197331
79,1.173829058,0.020601678,0.029404996,0.063305151,0.115127008,0.060248346,1.901297074,0.098830698,0.235377405,0.226881024,0.339273878,0.723771232
279,3.39394057,8.794847296,6.866385444,4.267095896,2.932150852,2.405206019,6.911802212,3.785058109,7.967170933,8.390546967,4.205760219,5.78414442
157,0.024231682,0.026793032,0.01912099,NA,1.106668531,1.762978047,0.028098722,0.029211809,0.250457392,0.02565781,0.076074952,0.048024683
204,0.08001155,0.029489657,0.052613629,1.585784686,0.035825025,0.053900435,0.082471361,0.218632753,0.260350331,0.917805842,0.100477958,0.475723798
217,1.542764544,NA,0.05386641,0.023193482,1.503800194,2.472236726,0.13720701,0.151420234,0.26654952,0.563795805,0.97726912,0.064940165
176,2.883899479,9.000238731,1.733834437,5.832376852,5.701670736,3.401095831,6.389073288,4.882293287,3.168605638,2.405888818,7.588074999,6.314365941
125,NA,NA,NA,1.748813581,0.040755692,0.035039346,0.150785442,0.041802285,0.074667944,0.068843421,0.040823904,0.008590454
65,0.016976207,0.03754127,0.03348941,NA,0.054727674,0.027446786,0.072179705,0.032744287,0.282693911,0.089876615,0.703513975,0.215328536
203,0.129728157,NA,1.934741164,2.556448122,0.069702655,0.031461276,0.050143656,0.075067226,1.668630012,1.456049508,0.14662056,0.874166391
61,0.008171273,0.018069994,0.019343622,NA,0.021952035,NA,0.063168631,0.007880515,0.103226258,0.025956552,0.030784286,0.174901854
57,0.015789164,NA,0.00622954,NA,0.008483483,0.0063819,0.854415107,0.079943527,0.081597984,0.058514461,0.237935091,0.037550984
270,1.584337423,0.031005414,3.639920961,4.430236661,2.501050093,6.324471874,2.622988249,4.279645725,5.297523762,3.563005608,6.831547262,3.390080465
119,0.030910285,0.045570106,1.138247231,0.017503564,0.703073193,1.974017162,0.11151198,0.96883815,0.449648474,1.483736171,0.918667203,1.331405305
52,0.007680202,0.067936151,0.799969453,0.065236012,0.016506223,0.037251583,0.017811711,0.040738048,0.052921444,0.203305295,0.028934236,0.079151097
297,0.072250211,7.89285924,4.652175557,6.382446853,8.695653102,7.043803881,7.227450674,9.615747974,8.845127575,7.252428947,4.409542187,8.087508402
86,0.009036401,NA,0.007130538,NA,0.480668611,1.190704329,1.948998225,0.71461844,3.767123879,2.659967446,4.970358604,5.702292572
104,0.068392021,0.129636392,0.030838568,0.132782893,0.094491984,0.078982018,0.28701377,0.108360276,0.112205765,0.713826246,0.122694617,0.038727399
87,1.125881225,NA,0.021494085,0.030849323,0.068298945,0.04403956,0.322879495,0.096322655,0.364961216,1.144073379,1.265645225,0.942937955
254,0.026981361,0.029833359,0.021290736,3.575223547,1.246744253,0.807023921,0.229439549,3.851150022,0.883113436,2.214122186,0.813192211,2.032021924
287,1.663344904,NA,1.979917641,0.095786662,1.272402916,0.113951785,2.179425571,2.501399134,1.100821734,0.149257558,0.814284655,2.112044375
307,18.39085207,6.155228133,11.48774542,16.53726569,23.54458249,19.43780719,21.17932366,19.07160359,14.32597006,22.55931435,16.32395786,18.90021417
138,0.01065401,NA,0.958395536,NA,0.005724376,1.800032009,0.057653131,0.066786908,0.134590243,0.24818288,0.173930033,0.278719903
31,NA,0.014415713,0.005143925,0.044296821,0.129593917,0.184440672,1.048196969,1.144205625,0.366835774,0.993954129,1.277057746,1.183434525
113,0.236328818,NA,0.124323218,0.100369425,1.428513256,0.716421779,2.382656963,0.721745194,1.764159378,0.938391311,0.877974504,0.273221213
215,0.025419111,NA,1.343884585,NA,0.068288162,1.982935073,0.098252158,0.263532197,0.043788431,0.619047843,0.351132599,1.279602284
168,0.081880165,NA,0.923012292,3.576826849,0.131982099,2.373423387,0.054255486,2.008008451,2.632961545,3.839532848,2.952533531,3.032280333
44,0.042102568,0.015517638,1.273538252,0.035762127,0.026391887,0.034035287,0.081369255,0.033837028,0.120880536,0.111451168,0.264360588,0.050065756
207,NA,NA,3.423402312,1.461321296,0.020095009,0.020155924,1.975683989,1.009941064,0.64427632,0.171605521,1.440316113,0.830179669
191,4.145609855,3.172373745,0.92094162,1.73483462,2.345003888,0.009827768,0.488707647,2.772873528,5.277565441,6.397738206,2.274774923,3.488860056
269,12.97381088,23.61505434,16.36297282,18.71453666,8.893029127,3.525068226,15.97831975,8.964229923,10.80649188,15.16685679,8.205549152,12.41489624
99,1.216531275,0.951932268,0.029537024,NA,1.015655361,0.007564858,0.014468439,0.00902495,0.236434248,0.792694674,0.082261397,0.385766224
221,18.58995932,8.382441844,20.49338964,3.719139118,13.03996511,9.041031414,11.2377017,2.238042922,6.939282036,4.371289774,8.342039954,8.767036707
143,0.020893524,NA,NA,NA,0.078582314,0.033780224,0.137291096,1.606968134,0.179961974,0.342909432,NA,0.07453584
69,0.048375324,0.017829572,0.082707103,0.041090236,0.199271659,0.097765297,0.118423524,0.069980979,0.379633275,0.332945592,0.141748603,0.166183122
110,0.161354259,0.020989389,1.056032885,0.112868901,0.112193904,1.657318934,0.036687089,0.105267478,0.479614126,0.150750513,0.190708306,0.541757507
241,13.78096131,3.567153407,7.126006173,4.31543437,6.803932604,6.335133465,8.886077494,9.977132306,9.306325369,6.939617028,6.124901575,8.39763039
166,0.022522727,NA,1.563977392,1.530473157,0.163369063,1.77519647,3.900144884,5.120796878,0.763046096,1.75284836,0.848516613,1.642667776
192,1.165905835,0.026043333,0.027878946,1.940639026,0.822596208,0.0285608,0.09104163,0.062467746,1.622995462,1.932840453,1.020458826,0.709549672
288,6.328139493,3.618127372,10.87254448,4.249586408,3.828739999,6.67870453,6.972166767,3.801312881,6.444453075,7.05851167,5.467693694,5.28467203
47,0.075885374,0.015255754,1.099622412,0.199231985,0.144558979,0.089229037,0.127993637,0.129737306,0.150531287,0.168007728,0.476481671,0.196883276
200,4.807900092,0.052504762,2.248218261,0.020167179,2.168674623,4.308911573,0.027531724,0.915915198,2.522202303,1.734664636,3.682268722,1.618712752
46,0.006793377,0.030045817,0.042884717,NA,0.682562485,0.010983394,0.099781742,0.563441793,0.101423097,0.057545551,0.059717538,0.037698555
184,4.257573911,0.076339624,1.670725546,0.01954813,6.380507722,7.013788203,5.00818783,4.217051803,2.682651688,3.180072391,2.760018249,2.618082324
115,0.074970375,0.082894931,0.036974007,0.047760151,0.130914608,0.159088877,0.108668255,0.076821624,0.20448482,0.238148013,0.047073642,0.089150107
81,0.172212587,0.090674233,0.122949287,0.919463039,0.242339024,0.125956338,0.177506953,0.126540762,0.197775581,0.147615018,0.216263389,0.104017523
29,0.024399546,NA,0.067387075,0.922266643,0.498173253,0.054241946,0.051871186,0.04117984,0.175133625,0.058129995,0.061281565,0.048357371
175,NA,0.024655375,NA,1.401586097,0.982431397,0.027038675,1.82722033,0.946217238,0.883487044,1.511086455,1.34410335,3.367512539
116,0.009337004,0.020647898,NA,NA,0.19063657,0.400040765,0.664059691,0.454740668,0.042891903,0.029659569,NA,0.059215918
54,0.193100863,0.110709982,0.174947992,0.133646589,0.184449192,0.138756239,0.193508584,0.268998541,0.427101967,0.984463976,1.122660848,1.74060311
142,0.0100498,0.022224179,0.015860404,0.017072699,0.032398414,0.203103905,0.03107629,0.058153191,0.069249472,0.03192381,0.025240941,0.01593413
280,1.41038829,NA,NA,NA,0.028066612,0.538401106,3.493033723,0.088161272,0.689891109,1.355117771,0.688782878,0.538343175
74,0.500885567,0.123073428,0.02509486,1.229091191,0.04699003,0.038562932,0.030731214,0.567406825,0.383490877,0.202043665,1.337891459,0.214297851
296,1.625145692,3.505481844,2.396592166,1.674591703,2.419158033,2.369059566,4.386860367,10.72071322,1.254452152,2.143937325,0.150554276,1.584034584
13,15.06180607,8.182412075,9.596169908,7.592446643,15.80448723,14.61422384,12.41703332,14.31010754,9.913187391,9.890471119,6.988773695,8.935354361
223,0.526507544,2.064024343,NA,1.870184677,0.090010884,0.058039545,0.083254204,3.138959362,0.975703918,0.494142896,0.060107689,1.356528396
302,2.707384995,2.978815768,0.010523999,3.239923548,0.064492848,0.032344174,2.134204675,3.993746103,0.015316578,0.367166758,0.050245058,0.105729191
144,0.059667536,0.065974544,0.062777448,0.084469826,0.128236945,0.112547465,0.107628337,0.081521215,0.137049001,0.526493341,0.299720333,0.063069265
206,3.281796516,12.64271721,3.458946399,2.009417272,7.458207017,5.2871928,9.583290674,4.646876278,2.277346442,4.801069563,4.90764601,3.318740887
139,NA,0.065234795,0.031036774,0.033409079,0.063399535,0.127183441,0.20524154,0.009483194,0.395244268,0.478942765,0.185224799,0.545668304
181,2.656727788,3.193519717,1.226523706,0.056181847,5.763123487,6.06873197,3.58776388,2.753560653,5.013407194,1.949317196,1.107485674,1.223485935
154,0.030590509,NA,0.112647175,0.069289941,0.958779128,0.074187168,1.789381949,0.093423025,0.093683524,0.086375678,0.05122047,0.024250888
172,0.214682974,3.275781944,1.414525878,2.151762628,2.537671216,0.112805893,3.526698066,1.547653264,1.134130979,1.386639175,0.134798706,1.54874503
194,1.318884573,8.280143791,4.206975456,1.841794877,3.158825205,7.661987918,10.75736425,4.694375309,1.014050657,2.627324905,3.579176176,2.560728611
272,0.074860512,0.055182304,1.801687427,3.348909196,0.087148509,0.040344316,1.697563191,3.25487022,0.988686056,0.700186022,1.128111823,1.226490405
19,0.025999303,0.103490981,2.351111046,0.008833574,2.014382946,0.353095203,0.590909236,0.850014378,0.238868824,0.412941939,0.058769545,0.572990514
127,0.009263617,0.02048561,0.942968395,0.015737124,0.019909285,0.007488614,0.007161308,0.017867981,0.244690001,0.735661281,0.034899562,0.007343812
159,3.404218585,5.244806623,1.25841713,3.716479345,0.708562207,1.479268691,0.03951436,0.05422515,2.019339916,0.454630452,0.93716094,0.867157356
189,1.462145656,NA,2.014784103,3.466348245,0.105529387,0.749765746,1.695483779,0.094709429,2.405995701,2.218314387,2.014286719,2.646964985
170,1.217015303,NA,0.008207993,1.077915601,1.754910186,2.194681557,1.350924882,2.49288037,7.764818562,6.509290969,10.89417487,11.91568337
271,9.338521446,16.92329968,4.909435725,8.612087274,7.715323972,10.02960567,6.281652965,7.585116284,11.19827742,8.886474865,6.335761789,7.701243253
286,3.226995148,0.027446897,7.335565517,4.15370774,2.62079218,0.95316788,2.168428693,6.942530965,0.783962758,1.498186374,0.841660293,2.518870613
77,0.04545371,2.077342302,0.023911394,1.454257385,2.287544095,0.024496211,0.046851103,0.675810118,0.200103048,0.914447902,0.028540229,0.054050726
242,10.70501184,5.559595636,1.197604157,10.37219185,8.478272242,11.23873048,4.110925518,6.251441036,5.734561694,3.655674102,2.065958721,3.232948409
262,3.092307708,1.262463652,1.285750614,4.121774875,3.418835512,0.076916616,2.031951653,1.187174535,2.827401465,1.372688136,1.747484496,0.584577337
96,0.016538626,NA,0.019575709,1.545278844,0.053317005,0.020054485,0.038355921,0.047850397,0.398865522,0.385263736,0.488073694,0.019666705
167,1.159265995,NA,0.008095272,NA,0.011024267,NA,1.34030334,0.019787891,0.424145567,0.782119613,1.7263449,2.041358609
37,0.089224321,0.039462222,0.018774951,0.030315029,0.019176013,0.158681669,0.105762466,0.097522714,0.129793628,0.132265724,0.410840071,0.084880011
177,4.176376398,3.216398907,8.009307384,0.070595711,5.475927082,1.982012604,5.003493824,6.808131069,3.376508081,6.039235304,7.606068789,4.595668652
226,1.065460635,NA,0.026549838,1.829067705,2.187436718,0.01813279,0.017340257,0.89234464,2.704835616,2.766978289,3.422458506,1.449246759
284,5.62822343,0.134700017,2.816591035,0.082781652,10.69538631,0.324985604,2.034205607,1.016272863,2.224509459,2.902337407,1.652232742,1.902551889
11,3.822071613,2.82052718,8.071733363,3.507364623,4.801643439,2.806958842,6.400709066,3.597621679,4.041592632,7.226813048,4.569387149,7.328087588
21,0.025532341,NA,0.052383053,0.078074262,1.06180965,0.07843232,0.086847047,0.150205329,0.504344005,0.291978196,0.205205372,0.344096685
310,0.012638282,2.822784438,NA,2.511994344,4.651507132,0.040866634,0.087931059,2.699769261,0.696685972,1.298063121,0.841166628,1.613076099
225,14.13397815,6.094543145,5.904009293,4.136575394,8.765689264,13.7968112,10.10497301,13.35351798,12.93984501,7.113744067,8.353454372,10.71346887
39,0.081516227,0.025752199,0.018378194,0.019782937,0.112624689,0.098845331,0.135035834,0.092654143,0.073555728,0.061652694,0.029247863,0.018463624
90,0.622403243,0.120433745,0.024556624,0.039650426,0.045982186,1.327043455,0.11427394,0.022509611,0.509289231,0.140044742,0.205172556,0.468744712
305,NA,NA,0.009714263,0.020913551,0.066145164,0.089566658,0.019033768,0.017808985,0.749318884,0.156422889,0.015459703,0.058556513
300,4.201675473,0.026776963,0.009554761,1.851314853,7.169513629,8.143989151,4.418214241,3.012850652,1.84949197,1.782148371,2.402526752,1.756649233
294,10.95973107,4.052732066,6.555141249,6.288095586,9.347972254,8.27493391,5.461920467,5.883711892,5.344795549,6.268354266,5.390190653,10.55227298
220,0.586449467,2.353592124,1.131195282,NA,2.223191539,3.977002531,0.612874339,4.283758817,1.521613823,3.783282407,2.577607309,3.021933355
38,0.707857559,0.038179506,0.009082336,0.009776547,0.071118677,0.018608938,0.022244493,0.996254011,0.079310335,0.530146676,0.122859233,0.009124555
259,5.326111883,3.057317544,1.296603673,8.046989863,7.531772549,1.282511572,0.052562428,2.857912895,2.993284809,6.899479031,5.15156415,6.198726116
130,0.052050464,NA,0.013690842,0.029474612,0.247038302,0.301552296,0.382260965,0.338838886,1.853079608,1.469702267,1.895573886,2.420789059
163,1.086311045,0.042518118,2.594350658,0.081656451,0.046487194,0.015542704,0.170928834,0.945672567,0.099363307,1.09934887,0.036217221,0.083831911
136,0.07929954,0.019484822,0.076479961,0.074841573,0.137290733,0.056982169,0.115794737,0.123214275,0.121427536,0.121285124,0.154908164,0.167641033
315,23.68351369,2.757955131,28.16906565,32.26254421,29.80911071,25.01493785,30.46043338,22.08458472,20.44892917,23.31228814,22.09685729,23.03352408
100,1.020084379,0.017486975,1.416442869,0.040300681,0.021243764,0.019177345,0.030565263,0.026691888,0.045407142,0.033492102,0.049651744,0.012537684
244,1.096540712,5.30595975,3.512481632,5.145793279,5.815855595,3.317538841,0.486791652,4.570382019,1.546083162,2.563564666,2.235966793,1.661122366
187,12.47056487,18.58481655,12.06677602,4.639574781,9.144275496,8.611935,9.221311912,4.192926927,6.584281899,13.05566277,10.78074464,8.198656376
28,0.483027717,NA,0.020714814,0.95436114,0.016925852,0.05942006,0.032470274,0.045571319,0.144711566,0.489218559,0.382410962,0.266382155
179,0.969519449,NA,0.965957819,1.979762245,1.946875253,0.047499978,0.09084778,4.415377232,1.16966757,0.850298104,1.303602879,1.65364341
216,1.089241292,NA,1.247942349,2.117300324,0.028136873,1.456263732,2.930967951,1.797941791,0.998335761,1.053538449,0.946981224,1.18731984
133,0.017135346,0.018946595,0.006760669,0.029109693,0.009206784,0.041556117,1.125961502,0.648630555,0.009839446,0.498955248,0.032277675,0.305644315
165,5.832584194,5.309796289,3.737148854,6.279099356,3.712857651,8.841583258,1.768491433,8.688276238,6.47038154,9.719213213,7.431359995,10.76146066
260,4.995161637,7.945602556,2.083188474,1.265430685,4.04349127,6.889459155,2.913096609,3.840201262,2.264461737,5.242750196,3.411571664,2.587866671
281,7.741241975,0.024918517,3.734478937,5.972459933,8.143127963,8.143521624,6.132510587,7.943943563,3.028151096,3.102153479,1.966920562,4.537937894
266,11.45012646,9.580868629,9.968356842,6.327398304,3.224522611,9.640350005,3.221095638,1.913285799,9.5450047,11.86655099,7.453202618,7.762921231
164,0.976487723,0.082263232,0.088061393,5.798134666,0.024984034,0.007517931,1.818903889,0.035875862,0.363131718,0.630221898,1.308017714,0.117960988
261,2.758513728,0.072334282,6.900106831,NA,2.817829907,1.983161012,1.972342021,1.861198793,1.465035905,3.486563653,2.012751123,2.26462788
155,0.05445315,NA,0.042968464,0.061670362,0.034133818,0.051355934,0.028063607,0.083149613,0.208453665,0.076877239,0.148160771,0.136699301
232,5.267251755,4.849477358,5.688056669,3.529313967,3.230353505,1.408021469,3.301311543,5.621203268,2.952257414,3.655209589,3.663053567,2.337370773
208,0.981606726,0.02237866,1.149886834,NA,2.615326636,0.057264393,1.728899731,1.522492833,1.162180461,2.121617107,1.359776976,2.39068846
70,0.232516472,0.190984149,0.188718727,0.1128575,0.082097245,0.032222391,0.0975778,0.054458976,0.3814727,0.815980343,0.033370582,0.737317677
152,0.04412176,1.424537793,1.107150772,0.074954476,0.04741305,0.078468679,0.115969421,0.059572487,0.091208038,0.168186587,0.443262438,0.076951385
197,3.429465319,0.021668391,2.242245634,1.39824219,2.85873086,6.84373119,1.401334587,3.16568753,2.025529881,1.805276157,1.45197284,0.334016373
169,NA,NA,0.007365199,2.521154857,1.088259472,3.221857716,0.043293295,0.027004975,1.297032329,0.592986669,2.813111906,0.532759348
251,1.788165646,5.685852726,1.603057459,0.035949742,4.900533672,1.881761386,3.64810763,4.535839462,3.463168963,1.344430373,0.837104557,0.478119909
147,NA,2.048610529,0.628524162,NA,0.037214517,3.842381707,0.053543784,0.096021844,0.755663948,1.191754256,0.434896025,0.253951034
