	Read_ID	Success_Count
242	b00706ee-6a2f-47fb-bef2-872312d72770	0
243	b036432a-f18e-4f76-9572-2c56d9aa3a38	1
244	b09ab229-a974-40a6-a12e-c4d0c009d25d	2
245	b13a2029-4fea-4488-98a2-96b7d8108d9d	3
246	b170c539-395a-4337-987c-47a457f1f1b2	1
247	b189cb8e-fa18-48a5-a5fc-b201540509f3	0
248	b297f60d-6413-43e3-9d62-8df1ef7df2fd	3
249	b30de65f-afdf-4140-9c14-1df271bf9199	4
250	b36091d8-d9a7-4e59-a98b-b32a8453de48	2
251	b396a82a-f0e7-4850-90d0-cb7267ebba23	4
252	b49f437e-3075-4f7b-9800-e81372baaeb8	0
253	b4dd12f5-b972-45dd-a466-a9370d07d542	1
254	b59506fb-6f19-4d56-8673-2aac549e58e8	2
255	b59e1ecc-a225-40ec-bebc-0de7ba1e34dc	0
256	b6201fc0-1532-44ec-876e-6733344787b6	0
257	b6545c96-d56d-4c64-a559-810b64e72189	0
258	b7c13d74-adf0-4e9b-a8c7-814366a96476	3
259	b982f27a-f716-428a-8b03-d104645ee1db	3
260	b984c759-72f7-497e-ae4f-b6527da10612	0
261	ba207762-fb4d-4abc-9bed-e004fce4b5ed	5
262	baee1172-05c0-4b35-921f-882f5bae9f93	0
263	bc03f458-c5d6-4311-85fc-c3b6b6c57eea	1
264	bd82e382-1b2c-425f-b6ad-1c48aad10f70	0
265	be8c71e5-ac77-4deb-845d-e06e254795bb	2
266	be99c1e6-b007-4b25-a15d-5499b346937a	1
267	becb0924-f4ea-404b-981e-cc8043680b6a	0
268	bfb741ca-2126-4da8-9cc2-617bb71d3b41	2
269	c09ba025-8511-4371-b5c8-91f5f9a47250	0
270	c163f4e3-2c6e-4a1c-8817-803f98756313	6
271	c501e1d9-3550-4eb4-a4ba-746791d43b87	0
272	c598f24d-4ff9-4248-8ebc-406f41f5506c	0
273	c5e432ad-057f-425f-a3b6-a1d999f87d25	1
274	c65f9faf-80f2-4333-8b35-6734fc68e086	1
275	c699afeb-7aa0-4f8c-869d-f35543f254fa	3
276	c6b880e9-8527-45fd-80fb-7b2723747bbb	1
277	c6f220b6-c505-4522-b915-9aea5ece72b4	6
278	c7be0617-cc89-4ea8-a6ff-76cea111822f	0
279	c846279e-40e4-4b3e-b31a-cefbf7e4c354	2
280	c86bfe6d-3d66-44d0-88e8-892776feec2a	0
281	c8d90cd5-7049-4e5f-b0ac-619860fac673	0
282	cd71bdb9-c818-4a26-81f9-f8f21b3d6a76	0
283	cfc2eb31-7910-42e0-bf99-004c23146040	0
284	d015bc81-eb65-471e-909b-5d419a67e1b3	0
285	d06c7d16-f85b-4e1e-8e77-cd622482b9cc	0
286	d1bee57c-c7e8-4c06-af20-d3b242463f9a	2
287	d20590e8-5d90-4505-8f73-9b580af35b04	8
288	d318decb-a2dc-4ec5-92dd-20fc038aa2d7	0
289	d37ce7ae-ccbf-48fd-8a44-ca7891afb868	1
290	d395b471-aff9-4b0d-a7d6-f95fbae9131b	0
291	d44b4054-249d-449e-86cc-bc494a74cf7b	0
292	d464194a-23f3-48d9-8d2f-a29a73d45764	3
293	d4b91869-205c-4255-a7a4-40776bea9f7f	0
294	d5e4a79c-a792-47f5-87d7-cfa5db334c6c	0
295	d6a9b256-6681-4ffb-9b9b-97a9014ab8cb	2
296	d7368757-7946-4207-a5fa-b509439acd77	1
297	d7bcbe8c-0853-444c-86ea-239a3200682c	0
298	da16f870-0331-43c3-8ce2-9108d27a87f8	1
299	da9c96e6-097d-4bfa-af85-8808f4f8545a	0
300	dc6d6903-9b0e-4a73-a07c-316c0c701f2a	0
301	dcd10a66-868e-4f80-a26e-d4c29b7b3e95	0
302	dd4bb469-8910-4ae5-9aba-782d7eab1e0c	3
303	de9db762-2e57-469f-be7d-ed896af1fc48	0
304	deadd9e2-c6b6-4ea8-9eaf-7b7d7db62905	0
305	dfedaa64-4690-4147-a125-ef33186ae1c8	3
306	e1130646-16e5-4874-bef7-5759a8355c15	1
307	e206904d-e655-43de-8129-fe243ea04d3b	0
308	e28daeb5-3d65-46e0-b163-0f42e8bc9510	0
309	e2bccab0-b510-4955-aa33-e6c7310e2924	0
310	e2edb400-50ec-4591-b7ab-68e43fc077ce	0
311	e37ecdb9-aade-4845-ba8b-ee487129771c	0
312	e40af854-b0a2-44a9-9614-40636fd92b76	0
313	e436d0fc-3dfd-43ec-be7e-7f3ad3f503c6	0
314	e707b6ee-a9d7-4cf2-ab52-f66eb9fc9bc6	0
315	e756c592-fe62-4e74-befc-08193a122567	4
316	ea9879d0-9877-435d-ba56-93698a19fe82	0
317	eb2759c0-05de-4a32-bf1e-03036ff14b55	4
318	eb6008eb-2df5-41cb-9af6-6f400a627ba0	0
319	ec366791-5ce0-4bf6-8c6b-4f0297831669	2
320	ed0b12b2-2ff6-4d62-a7e7-8ac22d677a16	0
321	ee0fb41f-171f-4bbd-a322-4a937f92a360	1
322	f1991529-7e05-414e-bdf5-d8858c49b97c	0
323	f2b566ca-c24a-4238-a256-eaf3526603eb	5
324	f3ba7e55-6ef2-4805-9390-a14a2ebfde94	0
325	f4fd9da8-1d22-4580-b078-5d757f075f35	0
326	f60dcb06-49ae-473f-887e-81f24e8edfa0	0
327	f665969e-ebac-4170-a69a-0f04babcb33c	0
328	f6f0fe0a-949c-476e-bef3-89d67e01a796	9
329	f7e20683-4b7a-4210-8a29-5fbc60717134	0
330	f86ff7b3-0d95-4a9c-9a4d-19d9e14bd5ed	4
331	f88d11a2-00b7-4a05-9a74-898a9c01ecb4	0
332	f9c47a79-9201-4062-8a4f-b61801b593fa	1
333	f9fbc378-2e8c-4c8c-a88f-d9e130bf3cc0	0
334	fa4602fa-00ce-4ea0-bba0-154e0144d334	0
335	fa5d7ec5-73b6-44b7-8279-761cce1b7b62	0
336	faef7593-1fcc-4938-b9e6-eac6d3d16640	0
337	fb36b5fa-dc21-4968-adaf-d784840f598e	2
338	fb476c11-a2df-4e1f-98cd-6b01d3b2c986	0
339	fba64dff-509e-488c-a3d7-d1430c62c245	0
340	fdedfecb-23a6-4f55-85bd-9bd8d48a50da	0
341	fe9faf78-3668-446c-8fee-0f29f3d96ebb	0
342	ff2a6410-effa-4841-a658-25b6e877370f	2
343	ff4f65b3-e6a2-4bf8-bf6c-bc4d3b3f89f3	0
344	ff6948bd-35db-4373-ad59-10aa9d0acb52	8
345	ffd962ff-4029-4743-a738-b2a9792abfd9	0
